  87     1,000000     0,391140
  88     0,000000     0,274528
  89     0,000000     0,339587
  90     0,000000     0,281244
  91     1,000000     0,559216
  92     0,000000     0,186865
  93     1,000000     0,466243
  94     0,000000     0,263197
  95     1,000000     0,341948
  96     0,000000     0,527412
  97     0,000000     0,399724
  98     0,000000     0,652176
  99     0,000000     0,430994
 100     0,000000     0,412326
 101     1,000000     0,412326
 102     1,000000     0,652176
 103     0,000000     0,378017
 104     1,000000     0,466243
 105     0,000000     0,225945
 106     0,000000     0,466399
 107     0,000000     0,293086
 108     1,000000     0,527412
 109     0,000000     0,312059
 110     0,000000     0,281244
 111     1,000000     0,594102
 112     0,000000     0,466399
 113     0,000000     0,594102
 114     1,000000     0,333659
 115     0,000000     0,341948
 116     1,000000     0,559216
 117     0,000000     0,333801
 118     0,000000     0,225945
 119     1,000000     0,377868
 120     1,000000     0,341948
 121     0,000000     0,309849
 122     0,000000     0,527412
 123     0,000000     0,302031
 124     0,000000     0,527412
 125     1,000000     0,200064
 126     0,000000     0,333801
 127     0,000000     0,431148
 128     1,000000     0,281244
 129     0,000000     0,403520
 130     0,000000     0,466399
 131     0,000000     0,341948
 132     0,000000     0,527412
 133     0,000000     0,504684
 134     0,000000     0,333801
 135     0,000000     0,431148
 136     1,000000     0,341948
 137     0,000000     0,293086
 138     0,000000     0,200064
 139     0,000000     0,457392
 140     0,000000     0,527256
 141     0,000000     0,293086
 142     0,000000     0,431148
 143     0,000000     0,333801
 144     0,000000     0,466399
 145     0,000000     0,430994
 146     1,000000     0,236996
 147     1,000000     0,399724
 148     1,000000     0,466399
 149     0,000000     0,399724
 150     0,000000     0,504684
 151     1,000000     0,466399
 152     1,000000     0,200064
 153     1,000000     0,527412
 154     0,000000     0,309849
 155     0,000000     0,399724
 156     1,000000     0,466399
 157     1,000000     0,412326
 158     0,000000     0,466243
 159     0,000000     0,412326
 160     0,000000     0,163880
 161     0,000000     0,285465
 162     1,000000     0,527412
 163     0,000000     0,333659
 164     0,000000     0,431148
 165     0,000000     0,225945
 166     0,000000     0,527412
 167     0,000000     0,281376
 168     0,000000     0,466399
 169     1,000000     0,559216
 170     0,000000     0,377868
 171     0,000000     0,431148
 172     0,000000     0,341948
 173     0,000000     0,527256
 174     1,000000     0,430994
 175     0,000000     0,377868
 176     0,000000     0,527412
 177     1,000000     0,466399
 178     0,000000     0,466399
 179     0,000000     0,504684
 180     0,000000     0,527412
 181     0,000000     0,399724
 182     1,000000     0,285465
 183     0,000000     0,391140
 184     0,000000     0,504684
 185     1,000000     0,347787
 186     1,000000     0,149443
 187     1,000000     0,527412
 188     0,000000     0,341948
 189     1,000000     0,466399
 190     0,000000     0,466399
 191     0,000000     0,430994
 192     0,000000     0,341948
 193     0,000000     0,430994
 194     0,000000     0,399724
 195     0,000000     0,301895
 196     0,000000     0,466399
 197     1,000000     0,333801
 198     0,000000     0,391140
 199     1,000000     0,466399
 200     1,000000     0,527256
 201     0,000000     0,504684
 202     0,000000     0,527412
 203     1,000000     0,466399
 204     1,000000     0,309849
 205     0,000000     0,430994
 206     1,000000     0,281376
 207     0,000000     0,263197
 208     0,000000     0,399724
 209     0,000000     0,200064
 210     0,000000     0,301895
 211     0,000000     0,527412
 212     0,000000     0,377868
 213     1,000000     0,412326
 214     0,000000     0,378017
 215     0,000000     0,399724
 216     1,000000     0,225945
 217     0,000000     0,466399
 218     1,000000     0,399724
 219     0,000000     0,285333
 220     1,000000     0,263197
 221     0,000000     0,225945
 222     0,000000     0,399724
 223     0,000000     0,333801
 224     0,000000     0,527412
 225     1,000000     0,285465
 226     1,000000     0,527256
 227     0,000000     0,333801
 228     1,000000     0,430994
 229     1,000000     0,527412
 230     1,000000     0,466399
 231     1,000000     0,255848
 232     0,000000     0,309849
 233     0,000000     0,200064
 234     1,000000     0,225945
 235     0,000000     0,225945
 236     0,000000     0,285465
 237     0,000000     0,466399
 238     1,000000     0,412326
 239     1,000000     0,527412
 240     1,000000     0,466399
 241     0,000000     0,163880
 242     0,000000     0,431148
 243     0,000000     0,466399
 244     0,000000     0,431148
 245     1,000000     0,527256
 246     0,000000     0,309849
 247     1,000000     0,466399
 248     1,000000     0,466399
 249     0,000000     0,341948
 250     0,000000     0,399724
 251     1,000000     0,333801
 252     1,000000     0,559216
 253     1,000000     0,399724
 254     1,000000     0,309849
 255     1,000000     0,312197
 256     0,000000     0,263197
 257     0,000000     0,333801
 258     1,000000     0,225945
 259     1,000000     0,527412
 260     1,000000     0,399724
 261     1,000000     0,341948
 262     1,000000     0,399724
 263     1,000000     0,504684
 264     1,000000     0,281376
 265     1,000000     0,422253
 266     0,000000     0,293086
 267     0,000000     0,274528
 268     0,000000     0,285333
 269     0,000000     0,430994
 270     0,000000     0,163880
 271     1,000000     0,347787
 272     0,000000     0,186865
 273     0,000000     0,378017
 274     1,000000     0,472548
 275     1,000000     0,472548
 276     0,000000     0,285465
 277     1,000000     0,466399
 278     1,000000     0,527412
 279     0,000000     0,399724
 280     0,000000     0,186865
 281     1,000000     0,527412
 282     0,000000     0,527256
 283     0,000000     0,236996
 284     0,000000     0,527412
 285     0,000000     0,431148
 286     0,000000     0,527412
 287     0,000000     0,466243
 288     1,000000     0,263197
 289     1,000000     0,466399
 290     0,000000     0,430994
 291     0,000000     0,293086
 292     0,000000     0,399724
 293     1,000000     0,302031
 294     1,000000     0,594102
 295     0,000000     0,412326
 296     0,000000     0,301895
 297     0,000000     0,149443
 298     0,000000     0,472548
 299     1,000000     0,347787
 300     1,000000     0,274528
 301     0,000000     0,466399
 302     1,000000     0,527256
 303     0,000000     0,527412
 304     1,000000     0,466399
 305     1,000000     0,341948
 306     0,000000     0,285465
 307     1,000000     0,594102
 308     1,000000     0,309849
 309     1,000000     0,412326
 310     1,000000     0,527256
 311     0,000000     0,399724
 312     0,000000     0,527412
 313     0,000000     0,236996
 314     0,000000     0,225945
 315     0,000000     0,378017
 316     0,000000     0,302031
 317     0,000000     0,391140
 318     0,000000     0,399724
 319     0,000000     0,540173
 320     0,000000     0,149443
 321     0,000000     0,341948
 322     1,000000     0,472548
 323     0,000000     0,399724
 324     1,000000     0,399724
 325     0,000000     0,341948
 326     1,000000     0,186865
 327     0,000000     0,559216
 328     0,000000     0,527412
 329     0,000000     0,466399
 330     1,000000     0,466399
 331     1,000000     0,466399
 332     0,000000     0,527412
 333     1,000000     0,378017
 334     0,000000     0,399724
 335     1,000000     0,399724
 336     1,000000     0,527412
 337     1,000000     0,527412
 338     0,000000     0,263197
 339     1,000000     0,274528
 340     1,000000     0,527412
 341     0,000000     0,527412
 342     1,000000     0,466399
 343     1,000000     0,466399
 344     0,000000     0,466243
 345     1,000000     0,466243
 346     1,000000     0,466399
 347     0,000000     0,341948
 348     1,000000     0,652176
 349     0,000000     0,559216
 350     1,000000     0,399724
 351     0,000000     0,466399
 352     0,000000     0,183639
 353     0,000000     0,368232
 354     0,000000     0,263197
 355     1,000000     0,399724
 356     0,000000     0,186865
 357     1,000000     0,293086
 358     0,000000     0,377868
 359     0,000000     0,183639
 360     1,000000     0,378017
 361     1,000000     0,431148
 362     0,000000     0,399724
 363     1,000000     0,466399
 364     1,000000     0,378017
 365     0,000000     0,281376
 366     0,000000     0,422253
 367     0,000000     0,333801
 368     1,000000     0,527412
 369     1,000000     0,399724
 370     1,000000     0,527412
 371     1,000000     0,527256
 372     1,000000     0,378017
 373     0,000000     0,527412
 374     1,000000     0,527256
 375     0,000000     0,391140
 376     0,000000     0,309849
 377     0,000000     0,285465
 378     0,000000     0,281376
 379     0,000000     0,183639
 380     1,000000     0,412174
 381     1,000000     0,399724
 382     0,000000     0,466399
 383     0,000000     0,341948
 384     0,000000     0,559216
 385     0,000000     0,302031
 386     1,000000     0,399724
 387     0,000000     0,183639
 388     0,000000     0,472548
 389     0,000000     0,309849
 390     0,000000     0,527412
 391     1,000000     0,149443
 392     1,000000     0,466399
 393     1,000000     0,399724
 394     1,000000     0,466399
 395     0,000000     0,225945
 396     0,000000     0,293086
 397     1,000000     0,309849
 398     1,000000     0,466399
 399     0,000000     0,430994
 400     0,000000     0,399724
 401     0,000000     0,377868
 402     1,000000     0,301895
 403     0,000000     0,540173
 404     1,000000     0,431148
 405     0,000000     0,183639
 406     0,000000     0,225945
 407     0,000000     0,333801
 408     0,000000     0,333801
 409     1,000000     0,527256
 410     0,000000     0,341948
 411     0,000000     0,225945
 412     0,000000     0,466399
 413     0,000000     0,333801
 414     1,000000     0,281244
 415     1,000000     0,399724
 416     0,000000     0,466399
 417     0,000000     0,274528
 418     0,000000     0,430994
 419     0,000000     0,399724
 420     1,000000     0,430994
 421     0,000000     0,309849
 422     1,000000     0,466399
 423     0,000000     0,399724
 424     0,000000     0,466243
 425     1,000000     0,466243
 426     0,000000     0,149443
 427     1,000000     0,285465
 428     1,000000     0,200064
 429     0,000000     0,293086
 430     0,000000     0,466399
 431     1,000000     0,399724
 432     1,000000     0,527412
 433     0,000000     0,309849
 434     0,000000     0,378017
 435     1,000000     0,466399
 436     0,000000     0,399724
 437     0,000000     0,255974
 438     1,000000     0,263197
 439     1,000000     0,369426
 440     0,000000     0,285465
 441     0,000000     0,293086
 442     0,000000     0,333801
 443     1,000000     0,309849
 444     0,000000     0,302031
 445     0,000000     0,412326
 446     0,000000     0,466399
 447     0,000000     0,333801
 448     0,000000     0,378017
 449     0,000000     0,236875
 450     0,000000     0,183639
 451     1,000000     0,652176
 452     1,000000     0,466399
 453     1,000000     0,378017
 454     0,000000     0,399724
 455     0,000000     0,527412
 456     0,000000     0,285465
 457     1,000000     0,466399
 458     0,000000     0,466243
 459     0,000000     0,200064
 460     0,000000     0,341948
 461     0,000000     0,285465
 462     0,000000     0,457392
 463     0,000000     0,263197
 464     1,000000     0,225945
 465     1,000000     0,527412
 466     0,000000     0,652176
 467     0,000000     0,466399
 468     1,000000     0,399724
 469     0,000000     0,186865
 470     1,000000     0,391140
 471     0,000000     0,527412
 472     1,000000     0,341948
 473     0,000000     0,391140
 474     0,000000     0,293086
 475     1,000000     0,309849
 476     1,000000     0,466399
 477     0,000000     0,527412
 478     0,000000     0,466399
 479     1,000000     0,399724
 480     0,000000     0,466399
 481     0,000000     0,186865
 482     1,000000     0,412326
 483     0,000000     0,263197
 484     1,000000     0,527412
 485     0,000000     0,378017
 486     0,000000     0,378017
 487     1,000000     0,399724
 488     0,000000     0,347787
 489     0,000000     0,263197
 490     0,000000     0,466399
 491     1,000000     0,333659
 492     0,000000     0,466243
 493     0,000000     0,274528
 494     0,000000     0,341948
 495     0,000000     0,285333
 496     0,000000     0,309849
 497     1,000000     0,466399
 498     0,000000     0,293086
 499     1,000000     0,422253
 500     0,000000     0,347787
 501     0,000000     0,399724
 502     0,000000     0,399724
 503     0,000000     0,527412
 504     0,000000     0,274528
 505     0,000000     0,186865
 506     1,000000     0,263197
 507     0,000000     0,391140
 508     1,000000     0,527412
 509     0,000000     0,274528
 510     0,000000     0,466243
 511     0,000000     0,225945
 512     0,000000     0,274528
 513     0,000000     0,466399
 514     0,000000     0,200064
 515     0,000000     0,225945
 516     0,000000     0,431148
 517     0,000000     0,225945
 518     0,000000     0,263197
 519     1,000000     0,527412
 520     0,000000     0,399724
 521     0,000000     0,333801
 522     0,000000     0,412174
 523     0,000000     0,293086
 524     0,000000     0,466399
 525     0,000000     0,527412
 526     0,000000     0,466399
 527     1,000000     0,431148
 528     0,000000     0,293086
 529     0,000000     0,293086
 530     0,000000     0,466399
 531     1,000000     0,301895
 532     1,000000     0,341948
 533     1,000000     0,412174
 534     0,000000     0,559216
 535     0,000000     0,594102
 536     0,000000     0,333801
 537     0,000000     0,527412
 538     0,000000     0,293086
 539     0,000000     0,431148
 540     0,000000     0,378017
 541     1,000000     0,341948
 542     0,000000     0,466399
 543     1,000000     0,422253
 544     1,000000     0,378017
 545     1,000000     0,302031
 546     0,000000     0,527412
 547     0,000000     0,347787
 548     1,000000     0,527412
 549     1,000000     0,399724
 550     1,000000     0,466243
 551     0,000000     0,399724
 552     0,000000     0,293086
 553     0,000000     0,333659
 554     0,000000     0,466399
 555     0,000000     0,466243
 556     0,000000     0,430994
 557     0,000000     0,309849
 558     1,000000     0,399724
 559     0,000000     0,200064
 560     0,000000     0,293086
 561     1,000000     0,377868
 562     1,000000     0,559216
 563     0,000000     0,466243
 564     1,000000     0,341948
 565     1,000000     0,399724
 566     0,000000     0,399724
 567     0,000000     0,594102
 568     1,000000     0,412174
 569     0,000000     0,430994
 570     0,000000     0,301895
 571     1,000000     0,377868
 572     0,000000     0,341948
 573     1,000000     0,652176
 574     0,000000     0,466399
 575     0,000000     0,301895
 576     1,000000     0,391140
 577     0,000000     0,466399
 578     1,000000     0,333801
 579     0,000000     0,431148
 580     1,000000     0,200064
 581     0,000000     0,333659
 582     0,000000     0,149443
 583     0,000000     0,333801
 584     1,000000     0,431148
 585     0,000000     0,412326
 586     0,000000     0,391140
 587     0,000000     0,255974
 588     0,000000     0,236996
 589     0,000000     0,527412
 590     0,000000     0,333801
 591     1,000000     0,527412
 592     0,000000     0,466399
 593     1,000000     0,301895
 594     0,000000     0,466243
 595     0,000000     0,225945
 596     0,000000     0,378017
 597     1,000000     0,422253
 598     0,000000     0,265371
 599     0,000000     0,422253
 600     1,000000     0,466243
 601     0,000000     0,527412
 602     0,000000     0,431148
 603     1,000000     0,466399
 604     0,000000     0,281376
 605     0,000000     0,466399
 606     0,000000     0,263197
 607     0,000000     0,466399
 608     0,000000     0,225945
 609     1,000000     0,431148
 610     0,000000     0,333801
 611     0,000000     0,527412
 612     1,000000     0,527412
 613     0,000000     0,527412
 614     1,000000     0,466399
 615     0,000000     0,341948
 616     0,000000     0,347787
 617     0,000000     0,412326
 618     0,000000     0,466399
 619     0,000000     0,527412
 620     0,000000     0,341948
 621     0,000000     0,293086
 622     0,000000     0,466399
 623     1,000000     0,527412
 624     0,000000     0,466399
 625     1,000000     0,466399
 626     0,000000     0,255848
 627     1,000000     0,527412
 628     0,000000     0,399724
 629     1,000000     0,527412
 630     0,000000     0,309849
 631     0,000000     0,309849
 632     0,000000     0,399724
 633     0,000000     0,285465
 634     0,000000     0,263197
 635     0,000000     0,399724
 636     1,000000     0,225945
 637     1,000000     0,333801
 638     1,000000     0,333801
 639     1,000000     0,466399
 640     1,000000     0,285465
 641     1,000000     0,412174
 642     0,000000     0,412326
 643     0,000000     0,302031
 644     0,000000     0,430994
 645     0,000000     0,412174
 646     1,000000     0,527412
 647     0,000000     0,430994
 648     0,000000     0,391140
 649     0,000000     0,309849
 650     1,000000     0,255974
 651     0,000000     0,594102
 652     1,000000     0,399724
 653     0,000000     0,225945
 654     0,000000     0,466399
 655     1,000000     0,391140
 656     0,000000     0,399724
 657     0,000000     0,527256
 658     0,000000     0,333801
 659     0,000000     0,333801
 660     0,000000     0,399724
 661     1,000000     0,293086
 662     0,000000     0,347787
 663     0,000000     0,341948
 664     0,000000     0,333801
 665     1,000000     0,263197
 666     1,000000     0,225945
 667     1,000000     0,466399
 668     0,000000     0,347787
 669     0,000000     0,309849
 670     1,000000     0,466399
 671     1,000000     0,527412
 672     1,000000     0,466399
 673     0,000000     0,399724
 674     1,000000     0,378017
 675     1,000000     0,309849
 676     1,000000     0,527412
 677     1,000000     0,412326
 678     0,000000     0,527412
 679     1,000000     0,466399
 680     0,000000     0,431148
 681     1,000000     0,652176
 682     0,000000     0,399724
 683     0,000000     0,466243
 684     1,000000     0,403520
 685     1,000000     0,430994
 686     1,000000     0,652176
 687     0,000000     0,341948
 688     0,000000     0,430994
 689     0,000000     0,309849
 690     0,000000     0,263197
 691     1,000000     0,466399
 692     0,000000     0,255974
 693     0,000000     0,527412
 694     0,000000     0,263197
 695     0,000000     0,186865
 696     1,000000     0,430994
 697     1,000000     0,431148
 698     1,000000     0,466243
 699     1,000000     0,527412
 700     1,000000     0,527412
 701     0,000000     0,422253
 702     1,000000     0,333801
 703     0,000000     0,527256
 704     1,000000     0,225945
 705     0,000000     0,333801
 706     0,000000     0,399724
 707     1,000000     0,399724
 708     0,000000     0,399724
 709     0,000000     0,527412
 710     0,000000     0,466399
 711     1,000000     0,399724
 712     1,000000     0,527412
 713     0,000000     0,398851
 714     0,000000     0,368232
 715     1,000000     0,378017
 716     0,000000     0,399724
 717     1,000000     0,301895
 718     1,000000     0,399724
 719     1,000000     0,341948
 720     1,000000     0,302031
 721     0,000000     0,457392
 722     0,000000     0,399724
 723     1,000000     0,341948
 724     0,000000     0,341948
 725     1,000000     0,466399
 726     0,000000     0,399724
 727     0,000000     0,399724
 728     0,000000     0,399724
 729     0,000000     0,466399
 730     0,000000     0,293086
 731     1,000000     0,559216
 732     1,000000     0,399724
 733     0,000000     0,527412
 734     1,000000     0,399724
 735     0,000000     0,399724
 736     1,000000     0,225945
 737     1,000000     0,431148
 738     1,000000     0,527412
 739     0,000000     0,183639
 740     0,000000     0,274528
 741     0,000000     0,301895
 742     0,000000     0,431148
 743     1,000000     0,255974
 744     0,000000     0,391140
 745     0,000000     0,293086
 746     0,000000     0,274528
 747     1,000000     0,285333
 748     0,000000     0,301895
 749     1,000000     0,391140
 750     0,000000     0,527412
 751     0,000000     0,263197
 752     0,000000     0,527412
 753     1,000000     0,431148
 754     0,000000     0,200064
 755     0,000000     0,333801
 756     0,000000     0,263197
 757     1,000000     0,399724
 758     1,000000     0,466243
 759     1,000000     0,333801
 760     1,000000     0,527412
 761     0,000000     0,333659
 762     0,000000     0,186865
 763     0,000000     0,293086
 764     1,000000     0,466399
 765     0,000000     0,341948
 766     0,000000     0,527412
 767     1,000000     0,431148
 768     0,000000     0,412326
 769     0,000000     0,333801
 770     0,000000     0,341948
 771     0,000000     0,399724
 772     1,000000     0,466243
 773     0,000000     0,399724
 774     1,000000     0,430994
 775     0,000000     0,293086
 776     0,000000     0,263197
 777     1,000000     0,466399
 778     0,000000     0,527412
 779     0,000000     0,341948
 780     1,000000     0,285465
 781     0,000000     0,285465
 782     0,000000     0,433608
 783     1,000000     0,412326
 784     0,000000     0,399724
 785     1,000000     0,255974
 786     0,000000     0,293086
 787     1,000000     0,466399
 788     0,000000     0,466399
 789     1,000000     0,466243
 790     1,000000     0,527412
 791     1,000000     0,527412
 792     1,000000     0,527412
 793     1,000000     0,333801
 794     1,000000     0,333801
 795     0,000000     0,302031
 796     0,000000     0,466399
 797     0,000000     0,309849
 798     1,000000     0,333801
 799     0,000000     0,293086
 800     0,000000     0,293086
 801     1,000000     0,302031
 802     0,000000     0,399724
 803     0,000000     0,378017
 804     0,000000     0,186865
 805     0,000000     0,399724
 806     1,000000     0,466399
 807     0,000000     0,399724
 808     1,000000     0,431148
 809     0,000000     0,466399
 810     1,000000     0,652176
 811     1,000000     0,341948
 812     0,000000     0,225945
 813     0,000000     0,200064
 814     0,000000     0,293086
 815     1,000000     0,309849
 816     0,000000     0,225945
 817     1,000000     0,527412
 818     0,000000     0,333801
 819     1,000000     0,466399
 820     0,000000     0,263197
 821     0,000000     0,466399
 822     0,000000     0,466399
 823     1,000000     0,236996
 824     1,000000     0,399724
 825     0,000000     0,399724
 826     0,000000     0,281376
 827     0,000000     0,399724
 828     0,000000     0,559216
 829     1,000000     0,527412
 830     1,000000     0,527412
 831     1,000000     0,341948
 832     1,000000     0,309849
 833     0,000000     0,466399
 834     1,000000     0,399724
 835     0,000000     0,309849
 836     0,000000     0,225945
 837     0,000000     0,302031
 838     0,000000     0,466399
 839     0,000000     0,369426
 840     0,000000     0,431148
 841     1,000000     0,333801
 842     1,000000     0,302031
 843     1,000000     0,466399
 844     0,000000     0,225945
 845     0,000000     0,431148
 846     0,000000     0,399724
 847     0,000000     0,431148
 848     1,000000     0,341948
 849     0,000000     0,236875
 850     0,000000     0,346952
 851     0,000000     0,466399
 852     1,000000     0,399724
 853     0,000000     0,378017
 854     1,000000     0,430994
 855     0,000000     0,527256
 856     0,000000     0,341948
 857     1,000000     0,422253
 858     0,000000     0,225945
 859     0,000000     0,333801
 860     0,000000     0,391140
 861     1,000000     0,412174
 862     0,000000     0,309849
 863     1,000000     0,399724
 864     1,000000     0,527412
 865     1,000000     0,377868
 866     0,000000     0,274528
 867     0,000000     0,341948
 868     0,000000     0,225945
 869     1,000000     0,399724
 870     1,000000     0,399724
 871     0,000000     0,341948
 872     0,000000     0,225945
 873     0,000000     0,422253
 874     0,000000     0,347787
 875     0,000000     0,399724
 876     1,000000     0,399724
 877     0,000000     0,412326
 878     0,000000     0,301895
 879     1,000000     0,559216
 880     0,000000     0,186865
 881     0,000000     0,333801
 882     1,000000     0,559216
 883     0,000000     0,466399
 884     0,000000     0,399724
 885     0,000000     0,378017
 886     0,000000     0,274528
 887     0,000000     0,466399
 888     0,000000     0,377868
 889     0,000000     0,309849
 890     0,000000     0,430994
 891     0,000000     0,378017
 892     1,000000     0,274528
 893     1,000000     0,527412
 894     1,000000     0,430994
 895     0,000000     0,309849
 896     0,000000     0,341948
 897     1,000000     0,504684
 898     0,000000     0,399724
 899     0,000000     0,333801
 900     0,000000     0,399724
 901     0,000000     0,263197
 902     1,000000     0,341948
 903     1,000000     0,346952
 904     1,000000     0,285333
 905     0,000000     0,594102
 906     1,000000     0,594102
 907     0,000000     0,466399
 908     1,000000     0,466399
 909     0,000000     0,399724
 910     1,000000     0,594102
 911     1,000000     0,399724
 912     1,000000     0,255974
 913     0,000000     0,399724
 914     0,000000     0,200064
 915     0,000000     0,412174
 916     0,000000     0,200064
 917     0,000000     0,255848
 918     1,000000     0,457392
 919     0,000000     0,412326
 920     1,000000     0,472548
 921     0,000000     0,504684
 922     0,000000     0,399724
 923     0,000000     0,285333
 924     1,000000     0,466399
 925     0,000000     0,333801
 926     0,000000     0,225945
 927     0,000000     0,163880
 928     0,000000     0,309849
 929     1,000000     0,466399
 930     0,000000     0,652176
 931     1,000000     0,236875
 932     1,000000     0,431148
 933     1,000000     0,527412
 934     1,000000     0,527412
 935     0,000000     0,186865
 936     0,000000     0,281244
 937     0,000000     0,390990
 938     0,000000     0,399724
 939     1,000000     0,293086
 940     0,000000     0,200064
 941     0,000000     0,225945
 942     1,000000     0,527412
 943     1,000000     0,200064
 944     1,000000     0,399724
 945     1,000000     0,430994
 946     0,000000     0,333801
 947     1,000000     0,472704
 948     0,000000     0,431148
 949     0,000000     0,377868
 950     1,000000     0,263197
 951     1,000000     0,466243
 952     0,000000     0,527412
 953     1,000000     0,527412
 954     0,000000     0,274528
 955     0,000000     0,466399
 956     1,000000     0,285465
 957     0,000000     0,527412
 958     1,000000     0,391140
 959     0,000000     0,309849
 960     0,000000     0,281376
 961     0,000000     0,225945
 962     0,000000     0,341948
 963     0,000000     0,333801
 964     0,000000     0,285465
 965     0,000000     0,236996
 966     1,000000     0,466243
 967     0,000000     0,333801
 968     0,000000     0,391140
 969     1,000000     0,390990
 970     0,000000     0,225945
 971     0,000000     0,399724
 972     1,000000     0,399724
 973     0,000000     0,263197
 974     1,000000     0,594102
 975     1,000000     0,472704
 976     1,000000     0,281376
 977     0,000000     0,225945
 978                  0,466399
 979                  0,236996
 980                  0,466399
 981                  0,422253
 982                  0,333801
 983                  0,399724
 984                  0,302031
 985                  0,466399
 986                  0,527412
 987                  0,163880
 988                  0,412326
 989                  0,527412
 990                  0,333801
 991                  0,466399
 992                  0,527412
 993                  0,527412
 994                  0,466399
 995                  0,518379
 996                  0,378017
 997                  0,255974
 998                  0,265371
 999                  0,341948
1000                  0,527412
1001                  0,309849
1002                  0,466399
1003                  0,333801
1004                  0,378017
1005                  0,431148
1006                  0,399724
1007                  0,527412
1008                  0,472548
1009                  0,399724
1010                  0,399724
1011                  0,431148
1012                  0,293086
1013                  0,527256
1014                  0,333801
1015                  0,527412
1016                  0,399724
1017                  0,504684
1018                  0,399724
1019                  0,399724
1020                  0,285465
1021                  0,369426
1022                  0,341948
1023                  0,399724
1024                  0,341948
1025                  0,274528
1026                  0,285465
1027                  0,399724
